id|name|images|tags|active|quantity|category|meta-title|eya-category|商品编号：|价格：|品牌：|重量：|评价：|购买数量：|商品总价：|na|产地：|促销价:|剩余时间：|desc|
13027|随园有机栽种系列 红豆|http://www.chishenghuo.com/eimages/images/201410/source_img/1009_G_1414687670702.jpg|随园有机栽种系列`红豆`五谷杂粮`干货`汤包`海味`调味`养生`休闲零食|1|100|酱菜干货`吃货世界|随园有机栽种系列 红豆|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 五谷杂粮 干货 汤包 > 随园有机栽种系列 红豆|maya-YL-1102|5.59|随园|454| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414687662652622.jpg" title="随园有机栽种系列 红豆.jpg"></p><p><br></p>|
13030|随园有机栽种系列 黄豆 非转基因|http://www.chishenghuo.com/eimages/images/201410/source_img/1010_G_1414688049044.jpg|随园有机栽种系列`黄豆`非转基因`五谷杂粮`干货`汤包`海味`调味`养生`休闲零食|1|100|酱菜干货`吃货世界|随园有机栽种系列 黄豆 非转基因|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 五谷杂粮 干货 汤包 > 随园有机栽种系列 黄豆 非转基因|maya-YL-1058|5.59|随园|454| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414688038543987.jpg" title="随园有机栽种系列 黄豆 非转基因.jpg"></p><p><br></p>|
13033|随园有机栽种系列 小米|http://www.chishenghuo.com/eimages/images/201410/source_img/1011_G_1414688257939.jpg|随园有机栽种系列`小米`五谷杂粮`干货`汤包`海味`调味`养生`休闲零食|1|100|酱菜干货`吃货世界|随园有机栽种系列 小米|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 五谷杂粮 干货 汤包 > 随园有机栽种系列 小米|maya-YL-1089|5.59|随园|454| (已有0人评论)|减少数量 增加数量||na|中华|||<p><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414688250632268.jpg" title="随园有机栽种系列 小米.jpg"></p>|
13036|随园有机栽种系列 白芝麻|http://www.chishenghuo.com/eimages/images/201410/source_img/1012_G_1414689205431.jpg|随园有机栽种系列`白芝麻`五谷杂粮`干货`汤包`海味`调味`养生`休闲零食|1|100|酱菜干货`吃货世界|随园有机栽种系列 白芝麻|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 五谷杂粮 干货 汤包 > 随园有机栽种系列 白芝麻|maya-YL-1362|5.59|随园|454| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414689196493005.jpg" title="随园有机栽种系列 芝麻.jpg"></p><p><br></p>|
13039|随园有机栽种系列 绿豆|http://www.chishenghuo.com/eimages/images/201410/source_img/1013_G_1414689384586.jpg|随园有机栽种系列`绿豆`五谷杂粮`干货`汤包`海味`调味`养生`休闲零食|1|100|酱菜干货`吃货世界|随园有机栽种系列 绿豆|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 五谷杂粮 干货 汤包 > 随园有机栽种系列 绿豆|maya-YL-1010|5.59|ROXY力成马标|454| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414689378501547.jpg" title="随园有机栽种系列 绿豆.jpg"></p><p><br></p>|
13045|随园有机栽种系列 薏仁|http://www.chishenghuo.com/eimages/images/201410/source_img/1015_G_1414689664785.jpg|随园有机栽种系列`薏仁`五谷杂粮`干货`汤包`海味`调味`养生`休闲零食|1|100|酱菜干货`吃货世界|随园有机栽种系列 薏仁|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 五谷杂粮 干货 汤包 > 随园有机栽种系列 薏仁|maya-YL-1331|5.59|ROXY力成马标|454| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414689657332900.jpg" title="随园有机栽种系列 薏仁.jpg"></p><p><br></p>|
13048|澳门香香 特色合桃酥|http://www.chishenghuo.com/eimages/images/201410/source_img/1016_G_1414691204441.jpg|澳门香香`特色合桃酥`蛋卷`杏仁饼`方块酥`饼干`糕点`甜品`休闲零食|1|100|甜点零食`吃货世界|澳门香香 特色合桃酥|当前位置: 首页 > 休闲零食 > 饼干 糕点 甜品 > 蛋卷 杏仁饼 方块酥 > 澳门香香 特色合桃酥|maya-YL-1039|4.49|香香食品|200| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414691190806137.jpg" title="澳门香香 特色合桃酥1.jpg" style="width: 444px; height: 946px;"></p><p><br></p>|
13051|澳门香香 传统咸切酥|http://www.chishenghuo.com/eimages/images/201410/source_img/1017_G_1414691904466.jpg|澳门香香`传统咸切酥`蛋卷`杏仁饼`方块酥`饼干`糕点`甜品`休闲零食|1|100|甜点零食`吃货世界|澳门香香 传统咸切酥|当前位置: 首页 > 休闲零食 > 饼干 糕点 甜品 > 蛋卷 杏仁饼 方块酥 > 澳门香香 传统咸切酥|maya-YL-3286|4.99|香香食品|200| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414691896986014.jpg" title="澳门香香 传统咸切酥.jpg"></p><p><br></p>|
13054|澳门香香 手工鸡蛋卷|http://www.chishenghuo.com/eimages/images/201410/source_img/1018_G_1414694794216.jpg|澳门香香`手工鸡蛋卷`蛋卷`杏仁饼`方块酥`饼干`糕点`甜品`休闲零食|1|100|甜点零食`吃货世界|澳门香香 手工鸡蛋卷|当前位置: 首页 > 休闲零食 > 饼干 糕点 甜品 > 蛋卷 杏仁饼 方块酥 > 澳门香香 手工鸡蛋卷|maya-YL-9265|4.99|香香食品|200| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414692086123005.jpg" style="" title="澳门香香 手工鸡蛋卷1.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414694908769294.jpg" title="鸡蛋卷.jpg"></p><p><br></p>|
13057|力成马标ROXY 通心白莲|http://www.chishenghuo.com/eimages/images/201410/source_img/1019_G_1414695614317.jpg|力成马标ROXY`通心白莲`五谷杂粮`干货`汤包`海味`调味`养生`休闲零食|1|100|酱菜干货`吃货世界|力成马标ROXY 通心白莲|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 五谷杂粮 干货 汤包 > 力成马标ROXY 通心白莲|maya-YL-0806|4.99|ROXY力成马标|142| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414695553404634.jpg" title="力成马标ROXY 通心白莲.jpg"></p><p><br></p>|
10306|少女时代代言UHA悠哈E-MA木糖醇果糖葡萄味|http://www.chishenghuo.com/eimages/images/201408/source_img/102_G_1408139835354.jpg`http://www.chishenghuo.com/eimages/images/201408/goods_img/102_P_1408139835020.jpg|少女时代代言UHA悠哈E-MA木糖醇果糖葡萄味`巧克力`润喉糖`味觉糖`糖果`软糖`巧克力`休闲零食|1|100|甜点零食`吃货世界|少女时代代言UHA悠哈E-MA木糖醇果糖葡萄味|当前位置: 首页 > 休闲零食 > 糖果 软糖 巧克力 > 巧克力 润喉糖 味觉糖 > 少女时代代言UHA悠哈E-MA木糖醇果糖葡萄味|maya-EM-7388|3.49|UHA悠哈|0| (已有0人评论)|减少数量 增加数量||na||||<div align="center" style="margin: 1.12em 0px; padding: 0px; font-size: 14px; line-height: 21px;"> <img src="/images/upload/Image/ema大图(1).jpg" width="959" height="470" alt=""></div> <div align="center" style="margin: 1.12em 0px; padding: 0px; font-size: 14px; line-height: 21px;"> <img src="/images/upload/Image/葡萄大图.jpg" width="922" height="305" alt=""></div> <div align="center" style="margin: 1.12em 0px; padding: 0px; font-size: 14px; line-height: 21px;"> &nbsp;</div> <p>&nbsp;</p>|
13066|力成马标ROXY 特级枸杞子|http://www.chishenghuo.com/eimages/images/201410/source_img/1022_G_1414701864760.jpg|力成马标ROXY`特级枸杞子`滋补品`药材`海味`调味`养生`休闲零食|1|100||力成马标ROXY 特级枸杞子|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 滋补品 药材 > 力成马标ROXY 特级枸杞子|maya-YL-1087|9.99|ROXY力成马标|284| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414701829926009.jpg" title="力成马标ROXY 特级枸杞子.jpg"></p><p><br></p>|
13069|台湾牛头牌沙茶酱 250g|http://www.chishenghuo.com/eimages/images/201410/source_img/1023_G_1414705936053.jpg|台湾牛头牌沙茶酱`250g`调味`酱料`卤包`海味`调味`养生`休闲零食|1|100|调料汤底`吃货世界|台湾牛头牌沙茶酱 250g|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 调味 酱料 卤包 > 台湾牛头牌沙茶酱 250g|maya-YL-20012|5.99|牛头牌|250| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/images/image/67841414705917.jpg" title="沙茶牛肉.jpg"></p><p><br></p><p><br></p><p><br></p><h1 class="center" property="v:name" style="margin: 0px 0px 5px; padding: 0px; border: 0px; font-size: 22px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(17, 17, 17); line-height: 28px; text-align: center; white-space: normal; background-color: rgb(255, 255, 255);">沙茶牛肉</h1><p><br></p><p><br></p><p><br></p><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);">材料</h2><p style="margin-top: 0px; padding: 0px; border: 0px; font-size: 14px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(34, 34, 34); line-height: 24px; white-space: normal; background-color: rgb(255, 255, 255);"><span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34); text-decoration: none;"><br></span></p><p style="margin-top: 0px; padding: 0px; border: 0px; font-size: 14px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(34, 34, 34); line-height: 24px; white-space: normal; background-color: rgb(255, 255, 255);"><span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34); text-decoration: none;"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">牛肉</span></span>150公克，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">空心菜</span></span>300公克，蒜仁3粒，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">辣椒</span></span>1根，A.<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">嫩精</span></span>1/4茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">太白粉</span></span>1茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">酱油</span></span>1茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">蛋白</span></span>1大匙，B.<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">沙茶酱</span></span>2大匙，酱油1茶匙，盐1/6茶匙，细砂糖1/2茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">料酒</span></span>1茶匙，水1大匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">太白粉水</span></span>1茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">香油</span></span>1茶匙<br></p><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);"><br></h2><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);"><br></h2><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);"><br></h2><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);">做法</h2><p><span style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; background-color: rgb(255, 255, 255);">1.牛肉切片，以调味料A抓匀腌渍约20分钟；空心菜洗净沥干切小段；蒜仁及辣椒切碎备用。&nbsp;</span><br style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; white-space: normal; background-color: rgb(255, 255, 255);"><span style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; background-color: rgb(255, 255, 255);">2.热锅，加入2大匙油，作法1的牛肉下锅大火快炒至牛肉表面变白，即捞出备用。&nbsp;</span><br style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; white-space: normal; background-color: rgb(255, 255, 255);"><span style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; background-color: rgb(255, 255, 255);">3.洗净锅子，重新热锅，加入1大匙油，小火爆香作法1的蒜碎、辣椒碎及沙茶酱后，再加入酱油炒匀，续加入作法2的牛肉，大火快炒约5秒后加入空心菜，炒约30秒至青菜软后，加入太白粉水勾芡炒匀，并洒入香油即可。</span></p><p><br></p>|
13072|台湾牛头牌麻辣沙茶酱 250g|http://www.chishenghuo.com/eimages/images/201410/source_img/1024_G_1414706033968.jpg|台湾牛头牌麻辣沙茶酱`250g`调味`酱料`卤包`海味`调味`养生`休闲零食|1|100|调料汤底`吃货世界|台湾牛头牌麻辣沙茶酱 250g|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 调味 酱料 卤包 > 台湾牛头牌麻辣沙茶酱 250g|maya-YL-2505|5.99|牛头牌|250| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/images/image/27961414706015.jpg" title="沙茶牛肉.jpg"></p><p><br></p><p><br></p><h1 class="center" property="v:name" style="margin: 0px 0px 5px; padding: 0px; border: 0px; font-size: 22px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(17, 17, 17); line-height: 28px; text-align: center; white-space: normal; background-color: rgb(255, 255, 255);">沙茶牛肉</h1><p><br></p><p><br></p><p><br></p><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);">材料</h2><p style="margin-top: 0px; padding: 0px; border: 0px; font-size: 14px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(34, 34, 34); line-height: 24px; white-space: normal; background-color: rgb(255, 255, 255);"><span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34); text-decoration: none;"><br></span></p><p style="margin-top: 0px; padding: 0px; border: 0px; font-size: 14px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(34, 34, 34); line-height: 24px; white-space: normal; background-color: rgb(255, 255, 255);"><span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34); text-decoration: none;"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">牛肉</span></span>150公克，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">空心菜</span></span>300公克，蒜仁3粒，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">辣椒</span></span>1根，A.<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">嫩精</span></span>1/4茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">太白粉</span></span>1茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">酱油</span></span>1茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">蛋白</span></span>1大匙，B.<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">沙茶酱</span></span>2大匙，酱油1茶匙，盐1/6茶匙，细砂糖1/2茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">料酒</span></span>1茶匙，水1大匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">太白粉水</span></span>1茶匙，<span class="ingredient" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline; color: rgb(34, 34, 34);"><span class="name" style="margin: 0px; padding: 0px; border: 0px; font-weight: inherit; font-style: inherit; vertical-align: baseline;">香油</span></span>1茶匙<br></p><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);"><br></h2><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);"><br></h2><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);"><br></h2><h2 class="no-bottom" style="margin: 0px; padding: 0px; border-width: 0px; border-bottom-style: solid; border-bottom-color: white; font-size: 16px; font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; vertical-align: baseline; color: rgb(254, 86, 12); line-height: 20px; white-space: normal; background-color: rgb(255, 255, 255);">做法</h2><p><span style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; background-color: rgb(255, 255, 255);">1.牛肉切片，以调味料A抓匀腌渍约20分钟；空心菜洗净沥干切小段；蒜仁及辣椒切碎备用。&nbsp;</span><br style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; white-space: normal; background-color: rgb(255, 255, 255);"><span style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; background-color: rgb(255, 255, 255);">2.热锅，加入2大匙油，作法1的牛肉下锅大火快炒至牛肉表面变白，即捞出备用。&nbsp;</span><br style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; white-space: normal; background-color: rgb(255, 255, 255);"><span style="color: rgb(34, 34, 34); font-family: Tahoma, Helvetica, Arial, 宋体, sans-serif; font-size: 14px; line-height: 25.2000007629395px; background-color: rgb(255, 255, 255);">3.洗净锅子，重新热锅，加入1大匙油，小火爆香作法1的蒜碎、辣椒碎及沙茶酱后，再加入酱油炒匀，续加入作法2的牛肉，大火快炒约5秒后加入空心菜，炒约30秒至青菜软后，加入太白粉水勾芡炒匀，并洒入香油即可。</span></p><p><br></p>|
13078|台湾小磨坊 庙口小吃猪肉卤包|http://www.chishenghuo.com/eimages/images/201410/source_img/1026_G_1414707467668.jpg|台湾小磨坊`庙口小吃猪肉卤包`调味`酱料`卤包`海味`调味`养生`休闲零食|1|100|调料汤底`吃货世界|台湾小磨坊 庙口小吃猪肉卤包|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 调味 酱料 卤包 > 台湾小磨坊 庙口小吃猪肉卤包|maya-YL-0062|2.59|小磨坊|45| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414707433145758.jpg" title="台湾小磨坊 庙口小吃猪肉卤包1.jpg"></p><p><br></p>|
13081|台湾小磨坊 庙口小吃五香蒸肉粉|http://www.chishenghuo.com/eimages/images/201410/source_img/1027_G_1414707593442.jpg|台湾小磨坊`庙口小吃五香蒸肉粉`调味`酱料`卤包`海味`调味`养生`休闲零食|1|100|调料汤底`吃货世界|台湾小磨坊 庙口小吃五香蒸肉粉|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 调味 酱料 卤包 > 台湾小磨坊 庙口小吃五香蒸肉粉|maya-YL-7322|2.59|小磨坊|110| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414707579521471.jpg" title="台湾小磨坊 五香蒸肉粉.jpg"></p><p><br></p>|
13084|台湾小磨坊 庙口小吃牛肉卤包|http://www.chishenghuo.com/eimages/images/201410/source_img/1028_G_1414707677225.jpg|台湾小磨坊`庙口小吃牛肉卤包`调味`酱料`卤包`海味`调味`养生`休闲零食|1|100|调料汤底`吃货世界|台湾小磨坊 庙口小吃牛肉卤包|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 调味 酱料 卤包 > 台湾小磨坊 庙口小吃牛肉卤包|maya-YL-00079|2.59|小磨坊|36| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414707668906472.jpg" title="台湾小磨坊 牛肉卤包.jpg"></p><p><br></p>|
13087|台湾小磨坊 庙口小吃万用卤味包|http://www.chishenghuo.com/eimages/images/201410/source_img/1029_G_1414707754338.jpg|台湾小磨坊`庙口小吃万用卤味包`调味`酱料`卤包`海味`调味`养生`休闲零食|1|100|调料汤底`吃货世界|台湾小磨坊 庙口小吃万用卤味包|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 调味 酱料 卤包 > 台湾小磨坊 庙口小吃万用卤味包|maya-YL-0844|2.59|小磨坊|36| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414707746289515.jpg" title="台湾小磨坊 万用卤味包.jpg"></p><p><br></p>|
